gene_id	TCGA-A7-A13F-01A-11R-A12P-07	TCGA-A7-A13F-11A-42R-A12P-07	TCGA-AO-A12B-01A-11R-A10J-07	TCGA-AR-A1AP-01A-11R-A12P-07	TCGA-AR-A1AS-01A-11R-A12P-07	TCGA-AR-A1AV-01A-21R-A12P-07	TCGA-AR-A1AW-01A-21R-A12P-07	TCGA-BH-A0DD-01A-31R-A12P-07	TCGA-BH-A0DD-11A-23R-A12P-07	TCGA-BH-A0DG-01A-21R-A12P-07	TCGA-BH-A0DG-11A-43R-A12P-07
BAT2L2|23215	6177.9116	4415.357	2954.2235	6952.7665	6977.4876	12105.1323	8961.7858	7001.4006	4545.0997	6981.0684	7429.421
BAT3|7917	4754.2169	3692.4113	5281.7423	3368.4211	4349.3922	4839.6123	3726.8256	3362.7346	3869.4709	5426.4309	3259.5523
BAT4|7918	297.992	239.3354	606.4066	237.067	290.4097	290.3312	339.7654	381.3095	318.7337	241.3878	376.6416
BAT5|7920	1302.8112	665.4692	1871.2337	602.3392	999.5498	1148.601	991.6761	790.6162	732.0035	1168.1668	706.0378
BATF|10538	173.0924	62.4158	189.0263	206.9276	40.072	107.5729	420.3557	140.056	18.647	190.5254	111.3405
BATF2|116071	37.751	69.6004	351.4114	303.6437	8.5547	14.7479	691.2599	227.2409	57.242	66.7047	53.8531
BATF3|55509	3.6145	20.6556	17.7609	12.1457	12.1567	4.6268	30.2686	11.5546	27.32	19.1776	12.8851
BAX|581	512.4498	228.1096	635.5852	618.0837	449.3471	451.9797	620.507	646.0084	239.3755	420.6568	233.9143
BAZ1A|11177	794.3775	821.7333	546.7808	1444.8943	1588.4737	2181.5322	2690.1249	1610.9944	797.9185	1647.6072	1297.7616
BAZ1B|9031	3160.241	2044.4544	2130.4578	3254.6109	2141.828	4081.6976	3486.9467	5256.3025	2686.0364	2680.6969	2772.9413
BAZ2A|11176	2622.8313	3055.9946	1856.6614	5162.7575	2724.7681	5493.8666	4135.4446	3626.8522	3295.1865	2790.2636	3706.7316
BAZ2B|29994	269.9719	1266.9376	749.1997	860.4498	360.7564	1494.3842	1036.8975	1404.8494	1107.784	875.3122	2153.3394
BBC3|27113	79.1165	36.8208	232.5827	368.8709	202.6114	121.1641	154.37	234.2437	52.4718	75.0428	62.1128
BBOX1|8424	22.49	775.9317	0	45.8839	2.7015	0.2892	4.5403	0	16.4788	59.2005	758.239
BBS1|582	874.6988	906.6008	1664.0237	946.9186	1045.9253	724.6712	792.4934	1487.5315	668.2567	787.9498	1319.2368
BBS10|79738	295.1807	657.8357	314.621	294.6469	219.2706	306.5249	463.4885	563.3754	608.4128	264.7345	697.1174
BBS12|166379	96.3855	162.5505	164.9223	151.5969	120.6664	141.6955	167.9909	138.6555	184.3018	157.1731	226.3154
BBS2|583	1078.7149	1151.3247	793.3185	614.0351	1192.706	1241.1368	821.4151	906.1625	1006.5048	813.381	1604.3611
BBS4|585	716.8675	411.3157	531.1344	261.3585	660.9635	652.6668	288.6871	511.2045	364.2671	423.1582	515.7347
BBS5|129880	100.0241	206.5469	403.1378	296.4462	210.95	117.1764	221.6686	210.1576	237.4371	156.3267	230.389
BBS7|55212	245.7831	339.9192	79.501	199.7301	155.3354	275.5833	272.4177	254.902	347.3547	233.8835	358.4703
BBS9|27241	433.7349	408.6215	93.456	248.7629	194.507	284.8368	326.9012	246.1485	363.3998	281.4106	360.783
BBX|56987	1479.1165	2118.5451	585.6856	2035.0877	1415.5786	1714.2262	2078.3201	3009.1036	2221.5958	1665.5341	3712.2326
BCAM|4059	7733.3333	3260.4401	7775.8748	4386.4148	4630.3467	11347.206	3121.4529	4783.6134	2947.0945	4195.7284	3737.0116
BCAN|63827	11.6466	11.2259	9.3033	18.8934	22.9626	25.1582	2.2701	0.3501	4.7702	1.6676	17.5105
BCAP29|55973	1737.751	1755.2762	1893.6463	1097.166	1656.0108	1466.1145	794.1733	996.4986	2137.4675	910.9367	1066.4905
BCAP31|10134	7263.4538	6570.7229	3968.2842	5766.9816	4710.941	4523.267	2766.1748	3312.6751	7896.791	5460.2002	3081.1927
BCAR1|9564	1154.2169	775.9317	907.9184	1144.8493	1664.5655	2200.0393	313.2804	928.5714	874.6748	1195.2656	452.3003
BCAR3|8412	2322.8916	1044.0009	345.4911	245.1642	903.647	1174.3346	665.1532	498.2493	975.2819	986.8133	662.7505
BCAR4|400500	0	0	0	0	0	0	0	0	0	185.9395	0
BCAS1|8537	11192.7711	36.8208	391.1619	638.3266	69.7884	1239.1126	216.4207	111.6947	14.7441	2204.1749	386.8836
BCAS2|10286	859.6506	624.5038	664.1379	619.1093	1073.9847	579.9452	643.2463	541.6141	542.8708	493.9278	765.1243
BCAS3|54828	1047.3896	581.0507	429.2208	605.4881	309.7704	654.9802	538.4033	823.1793	720.7285	1930.6854	625.0929
BCAS4|55653	2176.3052	538.3925	609.7896	5398.5605	678.0729	521.0924	859.2509	569.3277	613.6167	1123.9749	302.3045
BCAT1|586	296.7871	374.4948	78.6552	468.2861	490.3197	495.645	884.9792	197.479	717.2593	663.2953	107.7063
BCAT2|587	1397.1888	431.5222	3588.9629	497.5259	905.8982	1283.9346	394.6273	674.3697	427.5802	534.0549	397.456
BCCIP|56647	918.6627	766.7445	1502.2899	1225.4071	1526.362	1324.9309	1765.4521	1271.5931	684.4449	845.1324	858.2143
BCDIN3D|144233	195.9558	177.1935	391.3437	195.9739	374.9077	324.902	212.9663	253.6204	132.4761	277.8044	266.986
BCHE|590	10.0402	77.683	8.8804	22.0423	6.3035	26.8932	4.5403	36.7647	137.4675	20.0114	68.0598
BCKDHA|593	1400.8032	829.8159	1489.4344	1155.6455	839.7118	1122.3208	990.8513	940.1261	839.9827	910.1029	755.6455
BCKDHB|594	607.6305	442.2991	563.696	356.7251	485.8172	395.3015	307.605	282.2129	447.0945	295.1685	555.3812
BCKDK|10295	1344.1767	1091.6031	1370.9694	1491.6779	3569.113	1378.4947	939.0844	857.1429	809.6271	996.819	708.0202
BCL10|8915	381.9277	427.0319	229.1997	663.9676	561.909	469.3302	436.2467	324.5798	345.1865	386.0537	577.8442
BCL11A|53335	14.4578	181.41	0.4229	11.2461	2.2512	1.1567	329.1714	3.1513	3.4692	79.2119	338.6471
BCL11B|64919	12.8514	64.661	421.1862	67.0265	7.204	10.9886	645.4786	33.6134	22.9835	115.0657	205.8313
BCL2|596	1540.1606	1857.656	1645.4171	717.4989	777.1274	2909.6735	1612.5615	4535.7143	2154.3799	1120.6397	3188.2382
BCL2A1|597	14.0562	17.9614	4.2288	71.525	32.4178	20.5314	242.5274	58.4734	53.3391	67.1216	25.4398
BCL2L1|598	2593.9759	2330.4894	2318.6383	4666.2168	2030.6168	2088.418	2271.661	1824.5798	1556.8083	2859.9659	1528.7024
BCL2L10|10017	0.8032	4.4903	2.5373	0.4498	1.3507	0.2892	0	0	4.3365	1.6676	5.6166
BCL2L11|10018	1220.4819	869.78	572.5764	1222.2222	879.7839	1875.2964	1517.972	1933.4734	435.3859	1525.4541	1315.9329
BCL2L12|83596	301.7309	120.0449	228.8783	296.9771	340.045	224.1594	266.7537	324.5798	102.5325	221.0137	119.3161
BCL2L13|23786	1802.4096	1801.9758	2124.1146	1095.8165	1690.2296	911.7671	1281.8767	1859.2437	2427.1466	1593.4096	1345.007
BCL2L14|79370	0.4016	15.2672	1.2686	4.4984	4.5025	1.735	80.2119	14.3557	0.8673	11.2564	48.2366
BCL2L15|440603	12.8514	6.2865	2.5373	5.848	1.3507	36.1468	8.3239	5.6022	2.6019	5.0029	9.2508
BCL2L2|599	363.3855	1811.3561	1461.2919	1186.0999	690.7744	616.9913	982.9701	842.0553	3823.8552	836.2023	1629.5664
BCL3|602	1214.8594	294.5667	373.8239	1058.9294	1950.923	930.5634	505.4862	1146.3585	478.3174	1233.6209	201.5363
BCL6|604	853.012	3889.9865	537.4775	1571.3	1564.6105	693.7295	1408.6266	903.0112	3538.595	1399.9658	1880.8953
BCL6B|255877	344.9799	828.9178	162.385	201.5295	145.43	301.8981	149.073	85.4342	947.0945	526.9675	245.4778
BCL7A|605	213.6546	640.7723	428.798	562.753	475.9118	498.2476	664.7749	706.5826	324.3712	579.4975	814.0745
BCL7B|9275	899.1968	1171.0822	1042.8164	1065.2272	945.9703	795.8081	875.5202	868.6975	1649.6097	923.8607	556.042
BCL7C|9274	645.3815	456.6682	641.5054	617.184	1153.0842	391.2531	345.8191	280.4447	434.085	657.8755	335.3432
BCL8|606	4.8193	3.1432	0.8458	2.2492	0.4502	10.1211	1.5134	1.0504	6.0711	1.6676	4.295
BCL9|607	965.0602	513.6956	653.346	1760.2339	2810.896	2891.4555	1391.6005	1883.7535	516.0451	2553.541	745.3539
BCL9L|283149	2501.6064	2331.8366	1250.4451	2100.7647	2524.0882	1612.4368	1308.3617	1815.1261	3354.2931	2546.4536	2247.6253
BCLAF1|9774	3140.1606	3502.0207	3986.045	3566.3518	3419.1805	5589.7424	4838.8195	3697.479	2786.6435	2928.7552	5970.4303
BCMO1|53630	2.8112	3.1432	2.1144	1.7994	0	2.8917	2.2701	1.7507	5.2038	2.0845	2.3127
BCO2|83875	28.9157	30.9834	0.8458	10.3464	14.4079	4.0484	16.2694	4.902	9.5403	8.3381	37.9945
BCOR|54880	1870.6827	855.4109	641.0826	1260.4588	875.7317	2298.3586	1000.3784	1948.8796	703.3825	1057.2702	1082.0187
BCORL1|63035	189.5582	490.3458	332.3819	357.175	427.7353	350.7686	550.1324	722.6891	654.8135	721.6619	604.6089
BCORL2|286554	0	0	0	0	0	3.1809	0	2.1008	0.4337	0	0
BCR|613	1383.1325	2085.7656	1652.1831	1215.9244	1693.8316	1208.4601	1454.7862	1820.028	2463.1396	1687.2131	1561.4108
BCS1L|617	236.9478	300.018	376.8728	265.0517	294.9122	218.506	251.8615	316.2115	266.2619	291.9583	280.6608
BCYRN1|618	0	0	0	0	0	0	0	0	0	0	0
BDH1|622	886.747	190.3907	1570.9906	451.6419	928.4106	450.2446	449.4892	180.6723	75.0217	283.4952	398.4472
BDH2|56898	514.4578	920.9699	271.4875	614.4849	622.6925	595.121	719.6368	379.2017	895.9237	682.4729	1320.228
BDKRB1|623	59.0361	6.2865	4.2288	65.2272	4.5025	5.2051	9.8373	11.5546	13.0095	34.6031	3.6343
BDKRB2|624	438.5542	317.4674	90.0729	950.0675	91.8505	208.2056	242.9058	189.0756	612.7493	559.9029	324.4404
BDNF|627	1.6988	9.1109	0.8584	1.3675	2.5214	3.2041	3.8857	153.0602	16.9211	2.9642	19.7274
BDNFOS|497258	32.8394	73.5115	87.523	36.4193	47.9063	89.0426	40.0038	36.7157	68.5082	31.6389	136.2154
BDP1|55814	971.0843	1279.7485	500.6872	1409.8066	565.9613	3143.9048	1428.6795	2120.7983	1136.1665	685.3912	2207.3181
BEAN|146227	12.4498	26.9421	0.8458	30.1395	21.1616	24.869	34.8089	28.7115	28.621	62.9526	36.3426
BECN1|8678	3113.6988	1602.3889	2517.9702	1489.7571	2232.9851	3003.3486	2272.1642	1211.313	1754.7745	1560.7242	1868.1226
BEGAIN|57596	4.8193	31.8815	41.0191	36.4372	11.2562	7.5185	3.7836	2.1008	14.3105	10.0057	29.4045
BEND2|139105	0	0.8981	0	0	0	0	0	0.3501	0.4337	0	0
BEND3|57673	44.1767	88.9088	41.0191	82.3212	152.6339	104.6812	241.3924	212.8852	55.5074	205.1171	125.2168
BEND4|389206	0	4.9394	0	0.4498	0	0	64.3208	1.0504	9.974	3.3352	1.9823
BEND5|79656	28.9157	117.6471	161.9622	48.583	75.6416	28.9174	60.1589	75.6303	56.3747	49.6117	113.6533
BEND6|221336	18.4739	12.1239	8.0347	35.5376	27.4651	29.785	40.4843	16.1064	50.3036	57.5328	21.4752
BEND7|222389	142.1687	492.5909	11.4177	77.3729	15.3084	43.6653	46.1597	14.7059	376.843	446.9218	591.7238
BEST1|7439	19.6787	135.6174	12.2635	407.5619	30.1666	17.0613	49.5649	35.014	153.0833	33.7693	39.6498
BEST2|54831	0	0	0.8458	0	0	0	1.5134	0	0.4337	0	0
BEST3|144453	0	0.8981	5.4974	4.0486	1.801	11.567	0.3784	12.605	0	2.0845	0
BEST4|266675	10.8434	4.9394	1.6915	4.9483	3.1517	12.1453	2.6485	9.1036	1.7346	2.9183	7.9293
BET1|10282	518.4739	483.1612	821.2285	378.3176	403.8721	594.5427	447.2191	480.042	444.4926	333.5237	576.1956
BET1L|51272	1649.3976	1758.4194	2518.6595	2561.8534	2006.7537	1506.599	1335.9818	1283.9636	1534.2585	2478.0812	1819.4433
BET3L|100128327	0	0.449	2.1144	0.4498	0.9005	0.2892	1.5134	0.3501	1.301	1.6676	0.3304
BEX1|55859	4803.2129	4.0413	0.8458	31.9388	1.3507	0.8675	0	0	3.4692	7.9212	34.0299
BEX2|84707	46.1847	218.2308	78.2324	216.8241	63.9352	22.5556	86.644	7.3529	3.0356	93.3866	347.2371
BEX4|56271	211.6466	646.1608	334.0734	842.5551	1074.7411	315.4893	437.3818	73.8796	438.4215	312.6785	1141.158
BEX5|340542	5.2209	49.8428	25.7955	82.3212	51.3282	16.4829	38.2142	3.5014	19.0807	75.8766	79.293
BEYLA|497634	0	0	0	0	0	0	0	0	0	0	0
BFAR|51283	1217.2691	1371.8006	1336.2935	1342.78	2556.9563	2240.8129	1509.6481	1415.2661	1347.7884	2290.4741	1457.3387
BFSP1|631	26.9076	48.9448	193.678	27.4404	95.9027	96.5843	183.5036	71.4286	39.8959	11.6733	62.1128
BFSP2|8419	0.4016	0.8981	0	0	0.9005	0.5783	13.6209	0.3501	0	1.6676	7.5989
BGLAP|632	10.4418	19.7575	101.5287	40.6208	47.5101	26.3149	29.3	15.2976	29.4883	55.7068	16.9621
BGN|633	12505.6225	1822.6313	4558.1985	12147.0985	15142.7285	14524.655	9169.8827	6039.916	6136.1665	37140.7845	1536.3013
BHLHA15|168620	2.008	4.4903	109.9482	2.6991	0.9005	0.5783	38.5925	2.8011	0.4337	2.9183	4.295
BHLHB9|80823	195.1807	189.0436	63.0088	183.9856	153.5344	84.4389	77.5634	166.6667	136.1665	171.7647	263.6491
BHLHE22|27319	6.0241	56.1293	12.2635	14.8448	2.2512	6.651	62.4291	16.1064	79.7918	33.3524	49.2277
BHLHE23|128408	0	0	0	0	0	0	0	0	0	0	0
BHLHE40|8553	16445.3815	4376.74	18687.8106	16077.3729	8585.3219	12240.4659	7398.7893	10268.5574	5344.3192	5471.0397	7280.4163
BHLHE41|79365	463.0522	2223.6192	174.2256	412.9555	188.6538	351.347	1461.975	206.2325	1291.8474	938.8693	2164.6981
BHMT|635	0.4016	5.3884	0.8458	0	0	4.3376	0.3784	1.0504	9.5403	0.4169	1.3215
BHMT2|23743	23.6948	909.295	2.1144	52.6316	9.005	29.785	37.0791	17.8571	2256.7216	81.2964	113.9836
BICC1|80114	69.4779	398.7427	6.3432	172.7395	49.9775	126.6584	236.8521	96.9888	349.0893	324.3518	351.5322
BICD1|636	103.2129	158.5092	15.2236	169.1408	45.0248	151.8166	124.1014	73.1793	89.7658	128.8235	174.1141
BICD2|23299	511.245	1132.4652	778.0949	763.8327	854.57	843.5219	937.9493	1058.4734	1591.0668	740.0058	956.4715
BID|637	797.8193	419.8967	397.0229	290.2564	372.5889	176.3646	431.8123	290.0945	304.948	384.9656	358.1928
BIK|638	16.8675	22.4517	149.2758	404.4085	71.5894	257.6544	121.4529	73.1793	0.4337	512.7927	120.5914
BIN1|274	115.6627	984.2838	168.3053	198.3806	105.3579	77.2096	486.5683	107.8431	1461.8387	238.4695	331.7089
BIN2|51411	107.2289	172.8783	52.014	156.5452	78.7933	98.3193	1182.7469	106.0924	122.2897	213.0383	194.5982
BIN3|55909	467.4699	400.0898	539.5919	284.7503	295.3624	314.0435	282.255	261.2045	352.5585	252.6442	339.3078
BIRC2|329	923.6948	1418.5002	1504.1759	967.1615	1018.4602	1154.0953	1491.1086	1180.3221	1304.8569	758.3496	1729.2475
BIRC3|330	223.6948	717.1082	224.9709	206.0279	294.0117	356.2629	3208.8536	281.1625	232.4371	280.5768	333.3609
BIRC5|332	721.1928	10.678	236.7988	255.5511	270.9365	135.6026	270.9383	519.6043	24.5794	738.5716	30.1875
BIRC6|57448	2170.2811	2633.1388	1217.8877	3458.3896	1623.593	3774.8835	3345.4408	3156.5126	2735.039	2838.7038	4807.7971
BIRC7|79444	4.0161	0	0	19.3432	8.5547	0.2892	8.3239	0.3501	0	0.4169	0
BIRC8|112401	0	0	0	0	0	0	0	0	0	0	0
BIVM|54841	353.8153	614.7283	31.7158	122.807	218.8204	547.6964	332.5766	182.6751	537.294	550.3141	874.5354
BLCAP|10904	2720.4819	3958.6888	1282.588	1429.5996	1288.1585	1184.4586	1430.5713	859.944	3445.3599	1426.6477	1969.4392
BLID|414899	0	0	0	0	0	0	0	0	0	0	0.3304
BLK|640	0	4.4903	52.8597	0.8997	0	0.5783	283.7684	0.3501	4.3365	47.5271	5.2862
BLM|641	522.49	30.9834	72.735	101.6644	142.2783	198.952	281.1199	454.8319	19.0807	113.3981	88.5438
BLMH|642	281.9277	723.8437	768.7916	405.758	194.507	235.388	1502.081	3765.4062	713.7901	426.9104	713.3064
BLNK|29760	207.6305	136.0575	187.3348	517.7688	230.0765	265.7513	858.4941	191.8768	90.6331	302.2559	187.66
BLOC1S1|2647	1111.7952	1019.3175	1281.7423	829.0598	873.4804	982.852	687.832	581.9118	954.9263	991.8453	524.4371
BLOC1S2|282991	559.8394	476.4257	693.5194	1003.5987	869.4282	531.7918	1031.7821	552.8711	445.3599	548.2296	569.5878
BLOC1S3|388552	507.6305	262.6852	340.4165	441.7454	407.0239	363.4923	440.787	450.2801	266.2619	563.6551	249.4425
BLVRA|644	2723.6948	914.6834	1727.4553	1295.9964	2032.4178	2827.2587	847.1434	1530.4622	1036.4267	1900.2514	618.4852
BLVRB|645	2747.7912	1083.0714	3198.2239	1747.1885	1205.3129	1242.8718	491.8653	1136.2045	1578.9245	1396.6306	495.9115
BLZF1|8548	960.6426	531.2079	1078.761	746.7386	1053.5795	1237.3775	698.0704	636.9048	647.4415	607.4301	655.8189
BMF|90427	358.6345	344.8586	115.0227	603.6887	316.5241	518.4898	804.0106	665.2661	303.5559	920.1086	506.8142
BMI1|648	2555.2209	1153.1253	763.7086	2413.8641	3224.8312	4183.6518	1511.4567	1755.8999	1355.954	2046.9726	1892.6307
BMP1|649	468.2731	572.9681	858.0188	571.3	655.5606	829.0632	538.4033	517.507	1141.3703	1597.1617	279.5077
BMP10|27302	0	0	0	0	0	0	0	0	0	0	0
BMP15|9210	0	0	0	0	0	0	0	0	0	0	0.6608
BMP2|650	33.7349	419.8473	6.766	8.9969	9.005	7.8077	25.7283	15.056	528.1873	25.4312	76.9803
BMP2K|55589	150.6024	326.8972	206.7872	534.8628	223.3228	472.8002	868.7098	621.1485	337.3807	476.9389	895.3498
BMP3|651	0	9.8788	4.6517	1.7994	0	0	0.7567	0	205.1171	1.2507	9.2508
BMP4|652	55.0201	450.8307	385.6644	255.9604	53.1292	496.5126	51.835	45.5182	520.8153	110.4797	268.2746
BMP5|653	0.4016	19.7575	1.2686	1.3495	0	0.2892	0.3784	0.3501	66.3487	2.9183	47.2454
BMP6|654	61.2129	412.2811	16.6106	46.8736	23.0437	17.1133	204.6425	22.0973	614.536	61.0932	136.189
BMP7|655	536.5462	134.7104	0.4229	11.6959	16.2089	22.2664	684.0711	21.0084	102.3417	74.6259	162.2202
BMP8A|353500	333.3333	24.2479	182.6832	507.4224	336.335	538.4429	164.9641	204.1317	26.8864	619.5203	49.8885
BMP8B|656	213.6546	49.3938	51.1682	227.6203	217.4696	142.8522	57.132	933.1232	39.0286	214.289	71.0333
BMPER|168667	4.0161	364.167	1.2686	14.8448	0	379.6861	6.4321	3.8515	270.5984	27.9326	83.9184
BMPR1A|657	324.0964	881.9039	463.0511	584.3455	346.2404	552.3232	762.3912	664.916	1025.1518	390.2228	960.7665
BMPR1B|658	2932.5301	9.4297	15675.6528	478.1826	26.5646	64.1967	25.7283	8980.3922	127.9271	683.3067	41.9592
BMPR2|659	1818.4739	3188.5945	1313.881	2984.7054	1416.0288	3099.6611	2374.9527	2816.8768	4378.5776	3066.3337	4599.6531
BMS1|9790	1020.0803	1266.2775	945.5545	1476.3833	1049.5272	1259.9331	1860.3859	1261.2045	1063.3131	1136.899	1581.8948
BMS1P4|729096	24.0522	27.4989	12.1197	39.1363	24.6511	65.0238	57.6882	41.8522	14.1197	24.5974	73.161
BMS1P5|399761	39.759	135.6084	30.4472	88.1691	35.5696	91.9575	111.6156	53.2213	38.595	50.4455	201.8667
BMX|660	21.2851	241.5806	0.8458	13.0454	0.4502	9.2536	7.5672	3.8515	249.7832	23.3467	141.0754
BNC1|646	4.8193	44.4544	0	6.7476	2.2512	2.6026	5.297	1.4006	26.0191	7.9212	45.2631
BNC2|54796	144.1767	381.2304	29.1786	236.1673	153.9847	293.8013	345.4408	184.5238	961.8387	620.3541	272.5696
BNIP1|662	172.2892	134.7104	238.503	188.0342	221.0716	188.2526	148.6947	163.8655	145.7069	215.5397	148.3439
BNIP2|663	641.7671	1211.0463	336.6106	804.3185	502.0261	794.3623	902.3837	537.1148	1432.784	589.0863	1192.3681
BNIP3|664	423.6948	984.2838	959.0866	1363.4728	1017.1094	715.7068	1115.3992	451.3305	1675.6288	340.1942	654.8278
BNIP3L|665	4465.4618	4459.3624	3764.88	1973.0094	2816.299	3863.3708	2170.2611	2089.6359	6101.4744	1969.0407	3992.4011
BNIPL|149428	303.2129	339.4701	1919.8647	447.5933	1117.0644	638.7864	1022.7015	148.8095	0.8673	1274.4775	754.6048
BOC|91653	187.5502	1883.251	62.5859	361.6734	167.4921	150.3707	391.2221	128.8515	2513.0095	683.7236	1531.3455
BOD1|91272	887.9518	797.0364	1164.6051	845.704	917.6047	1104.3573	705.2592	901.9608	783.1743	704.9858	917.8161
BOD1L|259282	1110.0402	1735.5186	673.6441	1730.5443	922.5574	2100.8525	2613.3182	2095.9384	1964.4406	1380.7882	2857.1901
BOK|666	777.51	3427.93	1223.808	721.9973	1038.7213	1105.2248	612.9398	1169.1176	5141.3703	435.6654	658.7924
BOLA1|51027	230.1205	213.7405	391.5847	133.1534	443.4939	245.7983	133.9387	234.2437	236.7736	314.3461	168.828
BOLA2|552900	1029.8273	541.154	1045.1633	846.9231	1824.8357	1112.3472	513.4052	652.9622	634.8786	1465.153	503.8672
BOLA3|388962	271.0843	183.2061	125.1718	204.2285	246.7357	120.0074	162.3156	228.9916	180.399	219.7088	111.6709
BOLL|66037	0	0	0	0	0	0	0.7567	0	0	0.8338	0.3304
BOP1|23246	132.5301	113.6057	261.3384	135.4026	41.4228	201.2654	440.787	436.6246	192.9748	85.4655	140.0842
BPESC1|60467	0	0	0	0	0	0	0	0	0	0	0
BPGM|669	489.9598	443.1971	732.847	356.2753	413.7776	389.8072	721.1502	484.2437	497.8317	456.9275	351.2018
BPHL|670	557.0281	492.1419	414.4201	184.4354	489.4192	442.1478	409.0049	505.2521	676.4961	428.578	282.1508
BPI|671	0.4016	4.4903	0	0	0	0.2892	0.3784	0.3501	2.1683	5.0029	17.8409
BPIL1|80341	18.8755	3.5923	162.385	11.6959	9.005	97.1626	27.2418	1.7507	55.0737	635.7796	7.5989
BPIL2|254240	0	0	0	0	0	0	0	0	0.4337	0	0
BPIL3|128859	0	0	0	0	0	0.5783	0.3784	0	0	0.4169	0
BPNT1|10380	1122.0884	657.8357	955.2807	1053.9811	1784.7816	1618.7987	964.056	1104.3417	538.1613	1090.6226	773.4369
BPTF|2186	2247.3896	2635.833	1445.8188	2766.9816	1719.4957	3690.7337	3625.804	5155.112	2478.3174	5208.3898	4263.9795
BPY2|9083	0	0	0	0	0	0	0	0	0	0	0
BRAF|673	107.2289	170.6331	89.6501	148.448	158.9374	203.2896	284.5252	280.112	219.8612	153.4209	307.5907
BRAP|8315	648.996	708.5766	597.5262	716.1493	616.8393	1034.0879	603.4809	685.2241	683.4345	659.5432	785.0004
BRCA1|672	1483.1325	180.5119	507.2587	304.0936	583.0707	745.7809	561.1048	1307.0728	250.2168	168.4295	280.8293
BRCA2|675	281.5261	45.3525	87.9586	161.9433	151.2832	347.8769	314.4154	644.958	39.4623	148.0012	119.6002
BRCC3|79184	1176.3052	488.1006	424.1463	714.7998	885.6371	1170.2891	611.4264	850.8403	436.6869	572.4101	748.3274
BRD1|23774	717.2691	823.0804	901.5752	757.085	761.3688	661.342	843.3598	1032.9132	831.3096	779.1948	957.793
BRD2|6046	4722.8916	4995.9587	6147.7958	4335.1327	6280.5043	6107.3647	6680.2876	5793.7675	4219.8612	4801.4909	5954.2413
BRD3|8019	769.4337	924.432	794.4941	621.0931	840.2251	1381.9416	1302.0696	1908.9076	1213.0182	1711.8855	1381.9245
BRD4|23476	1994.7791	1281.5447	1181.5202	1109.3117	1846.4656	1708.7319	3068.4828	2537.465	1249.3495	2167.9042	1594.7799
BRD7|29117	1188.755	1276.6053	910.0328	706.7027	1476.362	1614.7502	1218.3125	1570.3782	1183.0009	1079.3661	1451.0614
BRD7P3|23629	0	0.449	0	0	0	0.5783	0.7567	0.3501	0	0	0
BRD8|10902	1397.992	1013.471	1982.0277	1699.955	1188.6538	1882.5258	1287.1737	1540.6162	856.4614	1113.5523	1664.822
BRD9|65980	604.8193	740.458	785.7067	679.2623	685.2769	661.9203	771.0935	560.5742	634.8656	597.8413	658.1317
BRDT|676	1.6064	0	19.8753	0	0	0	2.6485	0.3501	0.8673	0.4169	0.3304
BRE|9577	633.7349	555.9048	498.1499	486.2798	773.5254	488.7048	367.0072	376.4006	501.301	494.8658	532.9148
BREA2|286076	0.8032	1.7961	3.383	3.1489	1.3507	6.3618	7.1888	5.2521	0.8673	1.2507	3.3039
BRF1|2972	393.5743	444.0952	745.5334	444.4444	545.2499	443.5936	452.5161	671.5686	542.4978	654.1234	485.3391
BRF2|55290	480.3213	374.9439	339.5708	206.0279	155.3354	233.0746	237.9871	264.3557	400.2602	215.9566	292.7232
BRI3|25798	835.3414	1162.9996	1209.4302	1354.4759	992.3458	604.3746	800.227	1144.2577	1573.4302	1365.7796	672.0079
BRI3BP|140707	200.8032	26.044	132.7836	161.4935	129.2211	197.7953	110.4805	169.8179	52.0382	90.8852	51.5404
BRIP1|83990	433.3333	37.2699	32.9845	92.6676	83.7461	117.9832	250.0946	642.8571	12.5759	55.4483	78.6322
BRIX1|55299	654.2169	465.6489	1019.981	527.2155	700.1351	750.1186	712.0696	571.4286	321.3356	392.7242	533.5756
BRMS1|25855	612.4498	486.3044	1050.0053	1098.5155	930.2116	437.2318	646.6137	1567.9272	486.1232	1096.0423	473.7755
BRMS1L|84312	104.0161	174.6744	106.1423	115.6095	116.1639	137.0687	194.0976	132.3529	194.2758	112.5643	260.3453
BRP44|25874	1308.8353	836.5514	953.5892	1076.4732	2375.9568	1429.3894	623.5339	945.3782	814.3972	1036.425	478.0705
BRP44L|51660	294.3775	867.9838	870.7051	357.6248	299.4147	481.4755	439.6519	254.902	654.8135	356.8704	370.6946
BRPF1|7862	493.1727	571.172	351.8342	668.466	640.7024	535.5511	640.1816	715.6863	509.1067	530.3027	681.5892
BRPF3|27154	1328.9157	1105.9722	1383.6558	1052.6316	1496.1729	1731.5767	1451.7594	2936.9748	1104.51	1796.0252	1853.4732
BRS3|680	0.8032	0	0	0	0	0.2892	0	0	0	0	0.3304
BRSK1|84446	31.7269	65.559	0.8458	234.8178	190.0045	7.5185	102.535	274.1597	3.9029	66.2878	68.7206
BRSK2|9024	2.8112	2.6942	0.4229	4.0486	0.9005	0.5783	8.3239	1.7507	1.7346	4.169	0.9912
BRWD1|54014	1766.6667	1521.3291	1327.413	1918.5785	1378.208	2293.7319	2265.9856	2273.4594	1470.5117	1756.8362	3009.4986
